HotelCode|RoomAmenities
187911|Coffee/tea maker
187913|ORBWLS,DISABL,REST,NSMK,FPRKNG,ROOM,PETS
187916|ORBWLS,PRKNG,ORBSHT,NSMK
187925|ORBWLS,HAC141,LANDRY,RMA207,BAR,REST,PHY69,HAC222,ROOM24,HAC138,DOCTOR,SAFDEP,PRKNG,BABY,INTHS,NSMK,CONLEV,ROOM,HAC142
187928|Television,Free WiFi
187937|ORBWLS,ELEV,CNFFAC,LANDRY,RMA207,BAR,REST,HAC222,ROOM24,MTGFAC,DOCTOR,PRKNG,SPA,INTHS,NSMK
187942|Egyptian-cotton sheets
187944|TEL,FAMILY,COFMKR,DESK24,REST,FPRKNG,BAR,WAKEUP,PRKOUT,SHOWER,IRON,TVRMOT,MP,NSMK,SECURE,ROOM
187948|BUSCTR,SAFDEP,ORBWLS,CNFFAC,CONLEV
187952|TV,TEL,FAMILY,COFMKR,BAR,REST,FPRKNG,WAKEUP,PRKOUT,SHOWER,IRON,TVRMOT,MP,NSMK,SECURE
187953|Hypo-allergenic bedding available
187965|Daily housekeeping
187967|LCD TV
187969|Designer toiletries
187970|SMKDET,TEL,FAMILY,COFMKR,DESK24,BAR,REST,FPRKNG,WAKEUP,PRKOUT,IRON,TVRMOT,MP,NSMK,SECURE
187971|PRKOUT,TV,SMKDET,TEL,COFMKR,DESK24,NSMK,FPRKNG,SECURE,SPRINK,WAKEUP
187974|Free WiFi
187976|BUSCTR,ORBWLS,DISABL,CNFFAC,INTHS,REST,ROOM
188023|Free WiFi
188045|HAC47,ELEV,CNFFAC,DESK24,WHTBRD,AIRCON,WAKEUP,TVCAB,CPSVC,AVEQUP,ALRMCK,BABY,OTA_P_903,COFFEE,INTHS,ROOM,HAIR,ELECDR,CURREX,DRVRNG,COFMKR,LOUNGE,IRONBD,PLYGRD,FPRKNG,REST,GAME,GYM,PRKOUT,ENTMNT,NSMK,SECURE
188059|HAC116,ORBWLS,HAC47,CNFFAC,PHY29,LANDRY,RMA207,FPRKNG,REST,BAR,PHY69,HAC222,PETS,MTGFAC,DOCTOR,PHY50,PHY2,WCHR,DISABL,INTHS,NSMK,HAC142,ROOM,PHY28
188101|Free toiletries
188117|TV,TEL,DESK24,AIRCON,WAKEUP,STMBTH,SHOWER,TVRMOT,AVEQUP,ALRMCK,SPA,EXCKOT,ROOM,PRKVAL,HEALTH,BUSCTR,SMKDET,ELECDR,RADIO,CURREX,LANDRY,REST,SOFABD,KIDACT,POOLIN,SAFDEP,SECURE,OVRPRJ,FIRELT,FAMILY,SHOP,ELEV,CNFFAC,TVCAB,TENNIS,GOLF,MP,COFFEE,SAUNA,INTHS,CONDSK,FISH,COFMKR,SAFE,BAR,FPRKNG,ROOM24,PRKOUT,IRON,NSMK
188136|Designer toiletries,Rollaway/extra beds available
188270|ORBWLS,CNFFAC,REST,FPRKNG,ROOM,PETS
188278|Daily housekeeping,Free WiFi
188279|ORBWLS,CNFFAC,LANDRY,INTHS,BAR,REST,NSMK,FPRKNG,ROOM
188282|Rollaway/extra beds available,Free WiFi
188292|HAC47,ELEV,DESK24,CNFFAC,AIRCON,WAKEUP,NWSPPR,STMBTH,ALRMCK,COFFEE,SPA,INTHS,CONDSK,ROOM,HAIR,ELECDR,BUSCTR,RADIO,GIFT,TPRESS,CURREX,COFMKR,POOL,LOUNGE,IRONBD,FPRKNG,REST,BELL,GYM,PRKOUT,POOLIN,SOLARM,NSMK,SECURE
188298|TV,PHSPKR,DVD,HAC47,ELEV,DESK24,ADPTRS,TENNIS,TVRMOT,GOLF,SECU24,AVEQUP,SPA,BATH,HEAT,INTHS,ROOM,ORBBRK,FISH,HAIR,EASEL,SMKDET,RADIO,MADSVC,PRJECT,TPRESS,SAFE,COFMKR,POOL,IRONBD,RMA161,DSKLMP,JACUZ,BAR,REST,ROOM24,GYM,MTGFAC,TRNDWN,POOLIN,IRON,JOGTRK,NSMK,SECURE,TMPCTL
188301|Air conditioning,Private bathroom
188303|KIDACT,FAMILY,PRKNG,PLYGRD,POOLHT,INTHS,REST,FPRKNG,GAME,ORBBRK,ROOM,PETS
188310|All the rooms are of the highest standard providing the best night&apos;s sleep with comfortable mattresses, luxurious Egyptian percale cotton bedlinen by Frette, a good deep bath or invigorating power shower, thick fluffy towels, waffle bathrobes, high standard toiletries dvd, modem, direct dial telephones, Sky channels. All rooms in the Manor House, Coach House and The Orangery vary in size from medium to large and are traditional in decor.
188388|Free toiletries,Free WiFi
188393|Every room is filled with historical artifacts and special touches, Crown rooms are elegantly designed and very comfortable.
188398|Hair dryer,LCD TV
188408|ORBSPA
188435|CNTBRK,FLORST,TV,PHSPKR,TEL,DESK24,ADPTRS,AIRCON,WAKEUP,SHOWER,TVRMOT,ALRMCK,BEAUTY,BATH,BARBER,EXCKOT,ROOM,HEALTH,BUSCTR,MADSVC,RADIO,GIFT,CURREX,ICEMCH,LOUNGE,CRIB,LANDRY,REST,GYM,MTGFAC,CAR,VALET,SAFDEP,TMPCTL,DVD,KITFUL,HAC47,ELEV,MOVIES,TVCAB,NWSPPR,MICRWV,SAUNA,INTHS,CONDSK,HAIR,DRGSTR,FAX,TPRESS,SAFE,COFMKR,LDRYMT,IRONBD,BAR,ROOM24,IRON,HORSE,NSMK
188438|TV,OVRPRJ,TEL,FAMILY,SHOP,ELEV,DESK24,CNFFAC,WAKEUP,TVCAB,STMBTH,SHOWER,TVRMOT,GOLF,MP,AVEQUP,SAUNA,COFFEE,INTHS,CONDSK,ROOM,CMPRTL,SMKDET,ELECDR,RADIO,FAX,TPRESS,DRVRNG,COFMKR,SAFE,LANDRY,BAR,REST,FPRKNG,GAME,ROOM24,PRKOUT,CAR,DOCTOR,IRON,NSMK,SECURE
188443|Coffee/tea maker
188457|The rooms are of a medium size and are very tastefully decorated. Due to the historical nature of the building, rooms do vary in size a little and many have beams and fittings dating back hundreds of years. All rooms are equipped to the highest standards offering tea/coffee making facilities, direct dial telephones with access to Sky satellite television.
188458|ORBWLS,CNFFAC,BAR,REST,FPRKNG,ROOM,PETS
188459|ELECDR,RADIO,CURREX,COFMKR,HAC47,POOL,LOUNGE,IRONBD,ELEV,CNFFAC,DESK24,REST,FPRKNG,GYM,WAKEUP,TVCAB,PRKOUT,POOLIN,ALRMCK,INTHS,NSMK,ROOM,SECURE,HAIR
188460|CELTEL,TV,TEL,DESK24,SPRINK,WAKEUP,SHOWER,TVRMOT,AVEQUP,ALRMCK,MINBAR,BEAUTY,SPA,ROOM,PRKVAL,HEALTH,SMKDET,ELECDR,BUSCTR,RADIO,CURREX,LANDRY,REST,POOLIN,KIDACT,DOCTOR,SAFDEP,SECURE,OVRPRJ,SHOP,ELEV,CNFFAC,TVCAB,NWSPPR,GOLF,MP,BABY,INTHS,CONDSK,CMPRTL,SAFE,COFMKR,BAR,FPRKNG,ROOM24,PRKOUT,TRNDWN,IRON,NSMK,MULTI
193000|DVD player
196843|CNTBRK,BUSCTR,FAX,MADSVC,OVRPRJ,ICEMCH,DVD,HAC47,SHOP,LOUNGE,WHTBRD,TENNIS,SAFDEP,PRKNG,INTHS,NSMK,ORBBRK
196862|PRKOUT,DVD,FAMILY,MP,AVEQUP,LANDRY,BAR,REST,NSMK,ROOM24,SECURE
196868|BUSCTR,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,PETS,DOCTOR,POOLIN,DISABL,BEAUTY,SPA,INTHS,NSMK,CONLEV,ROOM,HEALTH
197093|ORBWLS,POOL,DISABL,CNFFAC,OTA_P_903,INTHS,REST,FPRKNG,ROOM,HEALTH
197094|ORBWLS,CNFFAC,BAR,REST,NSMK,FPRKNG,ROOM
197095|Separate bedroom
197096|CNTBRK,OVRPRJ,HAC47,ELEV,CNFFAC,DESK24,CP,PRKBUS,WAKEUP,NWSPPR,CPSVC,PRKTRK,TVRMOT,PRKNG,MINBAR,AVEQUP,INTHS,EXCKOT,FAX,OVRSZD,VENDNG,CURREX,HAC116,COFMKR,LDRYMT,DSKLMP,CRIB,IRONBD,RMPACC,PRKRV,REST,BELL,PRKOUT,WCHR,NSMK,SECURE
197097|Sofa bed
197099|ORBWLS,CNFFAC,BAR,REST,NSMK,FPRKNG,ROOM
197100|BUSCTR,ORBWLS,PRKNG,DISABL,CNFFAC,INTHS,REST,ROOM,PETS
197255|ORBWLS,ELEV,PHY29,LANDRY,RMA207,BAR,HAC222,ROOM24,SAFDEP,DISABL,OTA_P_903,SPA,INTHS,NSMK,CONLEV,ROOM
197256|Free newspaper
197257|ORBWLS,CNFFAC,INTHS,REST,CONLEV,FPRKNG,ROOM
197258|Coffee/tea maker
197259|ORBWLS,POOL,CNFFAC,BAR,REST,FPRKNG,ORBSPA,TVCAB,GYM,ORBGYM,NSMK,ROOM,HEALTH
197260|Iron/ironing board
199013|In-room climate control (air conditioning),Free WiFi
199014|BUSCTR,ORBWLS,ORBSHT,OTA_P_903,CONLEV,ROOM
199015|SAFDEP,ORBWLS,INTHS,NSMK,HAC142
199019|ORBWLS,INTHS,CONLEV
199020|ICEMCH,HAC116,SAFE,HAC47,IRONBD,CRIB,DSKLMP,ELEV,RMPACC,AIRCON,CP,PRKOUT,NWSPPR,PRKNG,WCHR,ALRMCK,BRALEL,INTHS,NSMK
199021|BUSCTR,ORBWLS,DISABL,INTHS,BAR,REST,NSMK,FPRKNG,HAC222
200501|All of the rooms are medium,  new and in good condition, decorated with light wood furnishings and each room has it&apos;s own ISDN lines for personal computers. The bathrooms are also large and impressive.
202297|REST,PHY69
202322|ORBWLS,RMA207,INTHS,NSMK
202766|ELECDR,RADIO,SAFE,COFMKR,HAC47,LOUNGE,IRONBD,LDRYMT,CNFFAC,DESK24,AIRCON,FPRKNG,REST,SOFABD,WAKEUP,NWSPPR,SAFDEP,ALRMCK,FRCLLS,INTHS,NSMK,ROOM,SECURE,HAIR
202767|HAC116,ORBWLS,HAC47,PHY42,CNFFAC,REST,FPRKNG,BAR,PETS,PHY50,PHY2,WCHR,DISABL,BRALEL,NSMK
202768|ORBWLS,CNFFAC
202769|BUSCTR,FAX,OVRPRJ,VENDNG,ICEMCH,HAC116,SAFE,HAC47,DSKLMP,CRIB,IRONBD,ELEV,DESK24,CNFFAC,PETS,PRKOUT,CPSVC,TVRMOT,PRKNG,WCHR,AVEQUP,INTHS,NSMK,SECURE
202772|Room service (limited hours),Coffee/tea maker
202773|All the bedrooms are simply furnished but very clean with en-suite facilities. Every room has got a Television and tea and coffee making facilities.
202774|Superior rooms are of a truly unique contemporary style and furnished with oak wood and all have the following features:Work desk and seating area, Free broadband internet access, Media box providing Interactive TV with Free Music Channels and Pay Movies, Free WiFi access and Wireless Keyboards, Flat-screen TV with a 32&quot; Screen, Comfortable High Quality Down Duvets, Mini-Bar tailored to guests individual needs, Coffee Machine with high quality of beverages available, Ironing Centre, Air Conditioning and Safe. Bathrooms are encased in glass and wood, vary in size small to medium, majority have baths and few have showers only. Superior triples rooms are either  1 double and 1 single or 1 double + sofa bed.
202775|ORBWLS,CNFFAC,OTA_P_903,INTHS,REST,CONLEV,NSMK
202776|ORBWLS,BAR,NSMK,ROOM
202777|Partially open bathroom
204116|BUSCTR,ORBWLS,POOL,CNFFAC,SPA,INTHS,REST,NSMK,FPRKNG,HEALTH
204117|The bedrooms are large and nicely decorated with traditional style furnishings.All are in very good condition.
204118|BUSCTR,FAX,MADSVC,OVRPRJ,DVD,ICEMCH,COFMKR,HAC47,SHOP,LDRYMT,WHTBRD,FPRKNG,BAR,REST,CAR,KIDACT,GOLF,PRKNG,NSMK,ROOM
204119|Coffee/tea maker,Rollaway/extra beds (free)
204120|ORBWLS,CNFFAC,DISABL,REST,FPRKNG
204121|Room service (24 hours)
204123|FLORST,TV,OVRPRJ,TEL,SHOP,DESK24,CNFFAC,WAKEUP,SHOWER,TVRMOT,GOLF,MP,AVEQUP,BEAUTY,COFFEE,INTHS,CONDSK,EXCKOT,ROOM,HEALTH,SMKDET,FAX,RADIO,TPRESS,SAFE,COFMKR,LANDRY,BAR,FPRKNG,REST,ROOM24,PETS,PRKOUT,CAR,POOLIN,DOCTOR,SAFDEP,IRON,NSMK,SECURE
204125|HAC116,HAC222
204127|Rooms are small to medium in size and are basic but comfortable and clean. All bedrooms are en-suite and have colour television, direct dial telephone, trouser press and tea and coffee making facilities.
204128|TV,BUSCTR,FAX,MADSVC,ICEMCH,HAC47,SHOP,DSKLMP,IRONBD,TVSAT,REST,FPRKNG,BAR,PETS,SAFDEP,PRKNG,INTHS,NSMK,TMPCTL,HAIR
204129|REST,ROOM
204132|ORBWLS,REST
204133|All 42 bedrooms are comfortably furnished with en suite facilities, central heating, colour television, tea/ coffee making facilities and direct dial telephone.
204140|ORBWLS,INTHS,REST
204142|HAC47,ELEV,DESK24,TVCAB,WAKEUP,CPSVC,GOLF,ALRMCK,OTA_P_903,INTHS,ROOM,HAIR,ELECDR,RADIO,ICEMCH,LOUNGE,IRONBD,LDRYMT,BAR,REST,FPRKNG,BELL,MTGFAC,PRKOUT,SAFDEP,NSMK,ENTMNT,SECURE,MULTI
204144|ORBWLS,POOL,RMA207,REST,FPRKNG,HAC222,ORBSPA,PETS,DISABL,SPA,INTHS,NSMK,ROOM
204146|Free toiletries
204147|ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,PETS,ROOM24,MTGFAC,POOLIN,SAFDEP,DISABL,SPA,NSMK,ROOM,HEALTH
204148|ORBWLS,REST
204150|Television,Bathrobes
204151|ORBWLS,PRKNG,POOL,CNFFAC,OTA_P_903,SPA,INTHS,REST,NSMK,ORBSPA,ROOM,HEALTH
204153|HAC116,POOL,REST,FPRKNG,HAC222,GYM
204154|ORBWLS,NSMK
204155|ORBWLS,CNFFAC,REST
204156|FAX,HAC116,COFMKR,HAC47,MOVIES,DSKLMP,ELEV,CNFFAC,DESK24,EXCKIN,REST,WAKEUP,PRKBUS,PRKOUT,SAFDEP,PRKTRK,PRKNG,WCHR,AVEQUP,BRALEL,INTHS,EXCKOT,SECURE
204157|CNTBRK,FLORST,TV,TEL,DESK24,ADPTRS,WAKEUP,STMBTH,TVRMOT,BEAUTY,BATH,SPA,BARBER,EXCKOT,ROOM,HEALTH,MADSVC,RADIO,CURREX,ICEMCH,HAC116,CRIB,LANDRY,REST,GYM,SOFABD,MTGFAC,CAR,POOLIN,VALET,SAFDEP,JOGTRK,HAC47,MOVIES,EXCKIN,TVCAB,NWSPPR,TENNIS,GOLF,PRKNG,COFFEE,SAUNA,INTHS,HAIR,DRGSTR,FAX,COFMKR,SAFE,POOL,IRONBD,FPRKNG,SCUBA,BAR,ROOM24,IRON,HORSE,NSMK
204158|All bedrooms are en-suite and quite basic but with an excellent standard of house keeping. All have direct dial  telephone, tea and coffee making facilities, TV with Hairdryer and Iron upon request.
204160|Each of the hotel&apos;s 74 bedrooms and suites have been impeccably appointed, and designed for optimum comfort and style, with many rooms enjoying glorious waterside views. Rooms are medium in size and are modern with warm styling.  Accommodation provides plush beds dressed in crisp Egyptian cotton, chic contemporary decor, luxurious bathrooms, unrivalled in-room facilities and the services of a 24 hour concierge. All the above combine to create the perfect overnight experience.
204162|CNTBRK,TV,DVD,SHOP,HAC47,WHTBRD,ATM,TENNIS,PRKNG,MINBAR,INTHS,ORBBRK,HAIR,MADSVC,FAX,ICEMCH,CASINO,COFMKR,CRIB,DSKLMP,BAR,TVSAT,REST,FPRKNG,SOFABD,KIDACT,SAFDEP
204164|ORBWLS,HAC47,CNFFAC,DISABL,RMA207,BAR,REST,NSMK,FPRKNG,HAC222,ROOM
204165|BUSCTR,FAX,MADSVC,OVRPRJ,DVD,HAC47,SHOP,WHTBRD,REST,PETS,SAFDEP,GOLF,PRKNG,NSMK,CONDSK,ROOM,TMPCTL
204166|FAX,OVRPRJ,VENDNG,SAFE,HAC116,HAC47,DSKLMP,CRIB,IRONBD,ELEV,LDRYMT,CNFFAC,DESK24,REST,PETS,WAKEUP,PRKOUT,SAFDEP,TVRMOT,PRKNG,INTHS,NSMK,EXCKOT,SECURE
204169|TV,OVRPRJ,DESK24,EXCKIN,AIRCON,PRKBUS,TVCAB,WAKEUP,POOLOT,NWSPPR,GOLF,PRKNG,ALRMCK,AVEQUP,BATH,INTHS,EXCKOT,ROOM,FAX,TPRESS,CRIB,BAR,TVSAT,REST,BELL,PRKOUT,MTGFAC,DOCTOR,IRON,POOLHT,NSMK,SECURE
204170|Iron/ironing board (on request)
204171|OVRPRJ,TEL,FAMILY,SHOP,DESK24,CNFFAC,AIRCON,TVCAB,WAKEUP,NWSPPR,TENNIS,STMBTH,SHOWER,GOLF,MP,AVEQUP,BABY,SAUNA,SPA,CONDSK,ROOM,PRKVAL,HEALTH,SMKDET,ELECDR,RADIO,FAX,TPRESS,DRVRNG,CURREX,COFMKR,SAFE,LANDRY,BAR,REST,FPRKNG,ROOM24,PETS,GYM,TRNDWN,POOLIN,DOCTOR,SAFDEP,IRON,SOLARM,NSMK,SECURE,MULTI
204173|Hair dryer,Cable TV service
204176|All ensuite bedrooms feature satellite television, tea/coffee making facilities, hairdryer, telephone and radio.  All bedrooms are traditionally decorated and kept in fair condition.
204177|All rooms are medium in size many of which overlook the English Channel.  All en suite units are equipped with direct dial phone, hair dryer and TV.  All bedrooms and bathrooms are kept in good condition.
204178|Shower only
204179|This lodge house is over 100 years old, yet is equipped with many modern facilities; tea and coffee making facilities, satellite television; all rooms are ensuite. The rooms are basic but clean in decor in keeping with the rest of the property
204181|BUSCTR,ORBWLS,ELEV,CNFFAC,REST,FPRKNG,ORBSPA,PETS,ROOM24,MTGFAC,TENNIS,DISABL,SPA,NSMK,CONLEV,HEALTH
204182|Iron/ironing board (on request),Shower/tub combination
204184|ORBWLS,PRKNG,ORBSHT,CNFFAC,REST,NSMK
204185|TV,OVRPRJ,PHSPKR,DVD,SHOP,HAC47,ADPTRS,TENNIS,GOLF,PRKNG,BATH,CONDSK,ROOM,EXLEVL,HAIR,BUSCTR,FAX,MADSVC,ICEMCH,CURREX,IRONBD,CRIB,DSKLMP,REST,BAR,TVSAT,BELL,TRNDWN,SAFDEP,NSMK,TMPCTL
204186|ORBWLS
204187|ORBWLS,NSMK
204188|Rooms are small to medium in size and in good condition. As this is a guesthouse, rooms are relatively basically furnished, but are nevertheless well kept and nice and comfortable.
204190|ORBWLS,HAC116,HAC141,BAR,REST,FPRKNG,HAC142,ROOM
204191|POOLIN,REST,ORBSPA
204192|ORBWLS,CNFFAC,OTA_P_903,INTHS,REST,FPRKNG,ROOM,PETS
204193|ORBWLS,REST,NSMK,FPRKNG,ROOM
204196|BUSCTR,MADSVC,FAX,OVRPRJ,ICEMCH,DVD,HAC47,WHTBRD,FPRKNG,TENNIS,SAFDEP,PRKNG,NSMK,ORBBRK
204198|CNFFAC,REST
204200|All bedrooms feature satellite t.v, direct dial phone, tea &amp; coffee making facilities, hairdryer Iron &amp; trouser press.  Room service is available during restaurant opening hours.
204201|ORBWLS,POOL,CNFFAC,REST,GYM
204202|The Superior rooms are recently refurbished , with tea &amp; coffee station , modern style bathroom
204203|MADSVC,FAX,ICEMCH,TOUR,HAC47,SHOP,WHTBRD,REST,CAR,TENNIS,SAFDEP,GOLF,PRKNG,NSMK,AIRLIN,TMPCTL
204205|TV,OVRPRJ,TEL,FIRELT,FAMILY,DESK24,CNFFAC,WTRSKI,WAKEUP,TENNIS,SHOWER,TVRMOT,GOLF,MP,AVEQUP,SAUNA,SPA,INTHS,ROOM,HEALTH,SMKDET,ELECDR,RADIO,TPRESS,COFMKR,SAFE,LANDRY,BAR,REST,FPRKNG,ROOM24,SOFABD,PRKOUT,POOLIN,DOCTOR,SAFDEP,HORSE,IRON,SOLARM,NSMK,SECURE
204206|CNTBRK,FLORST,TV,PHSPKR,TEL,DESK24,ADPTRS,AIRCON,WAKEUP,STMBTH,TVRMOT,BIDET,ALRMCK,BEAUTY,SPA,BARBER,EXCKOT,ROOM,HEALTH,MADSVC,PICNIC,CURREX,ICEMCH,HAC116,CRIB,LANDRY,REST,GYM,SOFABD,MTGFAC,CAR,POOLIN,VALET,SAFDEP,TMPCTL,HAC47,ELEV,MOVIES,WTRSKI,TVCAB,NWSPPR,PRKNG,SAUNA,INTHS,HAIR,DRGSTR,FAX,COFMKR,SAFE,POOL,IRONBD,FPRKNG,ROOM24,IRON,HORSE,NSMK
204208|Iron/ironing board (on request)
204209|TV,OVRPRJ,DVD,SHOP,HAC47,MOVIES,WHTBRD,TENNIS,GOLF,PRKNG,BATH,HAIR,BUSCTR,MADSVC,FAX,TPRESS,ICEMCH,IRONBD,CRIB,DSKLMP,BAR,TVSAT,REST,FPRKNG,SOFABD,SAFDEP,NSMK
204210|The rooms are well presented and traditional in style. As well as comfortable beds, you&apos;ll find a colour television, telephone, plenty of hanging space, tea and coffee making facilities, a writing desk, and a hair-dryer.
204214|ORBWLS
204217|CNTBRK,BUSCTR,TV,FAX,MADSVC,DVD,COFMKR,SHOP,HAC47,DSKLMP,WHTBRD,FPRKNG,TVSAT,ATM,BELL,SOFABD,SAFDEP,PRKNG,INTHS,NSMK,ORBBRK,TMPCTL,HAIR
204218|TV,MADSVC,TPRESS,DVD,ICEMCH,COFMKR,HAC47,SHOP,CRIB,MOVIES,IRONBD,WHTBRD,ADPTRS,BAR,TVSAT,PETS,KIDACT,TENNIS,GOLF,PRKNG,NSMK,ROOM
204219|TV,OVRPRJ,TEL,FIRELT,FAMILY,KITFUL,SHOP,ELEV,DESK24,CNFFAC,AIRCON,WAKEUP,TVCAB,TENNIS,SHOWER,TVRMOT,GOLF,MP,INTHS,ROOM,CMPRTL,HEALTH,COFMKR,SAFE,LANDRY,BAR,REST,ROOM24,PRKOUT,POOLIN,SAFDEP,IRON,FRCLLS,SECURE
204220|ORBWLS,PRKNG,ELEV,DISABL,LANDRY,NTECLB,INTHS,BAR,REST,NSMK,ROOM
204221|The hotel has 62 totally refurbished bedrooms all with en suite facilities colour television, tea and coffee, trouser press/ irons and in-room safes. All the rooms and bathrooms are in excellent condition and are very comfortable.
204224|CNTBRK,BUSCTR,TV,FAX,MADSVC,DVD,ICEMCH,HAC47,DSKLMP,LDRYMT,WHTBRD,FPRKNG,PETS,TENNIS,SAFDEP,GOLF,PRKNG,NSMK,HAIR
204226|ORBWLS,HAC47,PHY42,ELEV,CNFFAC,PHY29,RMA207,PHY69,ORBSPA,PHY50,BABY,DISABL,INTHS,ROOM,HAC142,PHY28,HAC116,HAC141,RMPACC,LANDRY,BAR,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,WCHR,BRALEL,NSMK
204229|ORBWLS,POOL,ELEV,CNFFAC,LANDRY,RMA207,POOLIN,SAFDEP,PRKNG,SPA,NSMK,INTHS,ROOM,HEALTH
204231|ORBWLS,CNFFAC,OTA_P_903,INTHS
204232|The hotel has 18 rooms, which are simply furnished  with private en suite bathroom, television, tea and coffee making facilities.
204233|Flat-panel TV
204235|ORBWLS,CNFFAC,ROOM
204236|All the rooms have recently undergone extensive refurbishment and are tastefully decorated to a very good standard. Some of the facilities provided are: Colour TV, tea and coffee making facilities, hair dryer, ironing facilities and a small refrigerator.
204237|LCD TV,Deep soaking bathtub
204239|BUSCTR,ORBWLS
204241|GIFT,ORBWLS,ELEV,CNFFAC,LANDRY,BAR,REST,ROOM24,SAFDEP,INTHS,CONLEV,NSMK,ROOM
204243|CNFFAC
204244|This charming hotel has just 19 rooms, all modern and with good facilities. Rooms are pastel coloured and have wooden furniture. All rooms have coffee/tea making facilities. The bathrooms are in good condition, very clean and well kept.
204245|ORBWLS,CNFFAC,REST,FPRKNG
204246|All rooms are large in size and very pleasantly decorated in a modern yet cosy style. The medium sized bathrooms are in very good order.
204247|Desk,Flat-panel TV
204248|ORBWLS,ELEV,OTA_P_903,RMA207,NSMK
204249|SAFDEP,ORBWLS,NSMK,HAC222
204250|Phone,Free toiletries
204251|Shower only,In-room safe (laptop compatible)
204252|All rooms are en suite and very simply decorated. All rooms have their own TV and fridge. All rooms have been recently renovated and are very clean. Bathrooms are very clean and fairly new. All rooms have tea/coffee facilities and mineral water is replaced daily in each room.
204253|Rooms are small but clean, comfortable and cosy with en suite facilities, TV, direct dial telephones, and tea/coffee making facilities. Decorated in soft cream colours. Bathrooms are in fair condition.
204255|All the rooms are simply furnished and brightly decorated and feature hair dryer, direct dial telephones, and television. The rooms would benefit from a light refurbishment, however they are extremely clean.
204256|ORBWLS
204257|ORBWLS,PRKNG,INTHS,REST
204258|ORBWLS,PRKNG,HAC141,RMA207,INTHS,NSMK,HAC222
204259|The rooms all vary in sizes due to the nature of this Victorian building. They range from small to medium size. All rooms are very simply decorated but in good condition and clean, as they were totally refurbished in January 2008. All rooms have a fridge, television and a wash-basin. The rooms are not en-suite, and bathrooms are shared between rooms.
204262|Private bathroom
204263|BUSCTR,ORBWLS,ELEV,CNFFAC,REST,BAR,ROOM24,PETS,SAFDEP,SPA,CONLEV,NSMK,ROOM,HEALTH
204266|Iron/ironing board (on request)
204267|NSMK
204268|ORBWLS,INTHS
204269|ORBWLS,ORBSHT,CNFFAC,INTHS,ROOM
204270|ORBWLS
204271|ORBWLS,CNFFAC,REST
204272|ORBWLS,INTHS
204274|NSMK
204276|The superior triple studio are fully furnished that encompasses an en suite bathrooms, fully fitted compact kitchen with kitchenware including an electric hob, microwave, kettle, toaster &amp; fridge as standard, great for home cooking.  The bathroom has a walk in power shower, complimentary soap and towels are included.  Fresh towels are provided twice a week and a full maid service once a week.
204278|INTHS
204279|Bathtub or shower
204285|CNTBRK,HAC47,REST,CP,ATM,PRKBUS,GYM,PRKTRK,PRKNG,WCHR,INTHS,NSMK,SECURE
204287|The bedrooms vary, but on average they are medium in size. They are in excellent condition featuring modern decor and all sound proofed for guests comfort. The bathrooms are also in good condition with shower facilities only
204289|HAC47,ELEV,DESK24,WAKEUP,TVCAB,TENNIS,STMBTH,ALRMCK,COFFEE,INTHS,ROOM,ELECDR,RADIO,COFMKR,LOUNGE,POOL,IRONBD,REST,FPRKNG,BELL,GYM,MTGFAC,PRKOUT,POOLIN,SOLARM,NSMK,SECURE
204290|TV,BUSCTR,FAX,MADSVC,OVRPRJ,DVD,SHOP,HAC47,MOVIES,DSKLMP,WHTBRD,REST,TVSAT,FPRKNG,POOLIN,SAFDEP,GOLF,PRKNG,BATH,INTHS,ROOM,TMPCTL,HAIR
204291|Designer toiletries
204293|Television,Daily housekeeping
204295|BUSCTR,ORBWLS,HAC116,HAC47,ELEV,CNFFAC,LANDRY,RMA207,REST,FPRKNG,BAR,HAC222,DISABL,INTHS,NSMK,ROOM,HAC142
204296|BUSCTR,ORBWLS,POOL,CNFFAC,TVSAT,REST,ORBSPA,GYM,DISABL,ORBGYM,NSMK,ROOM,HEALTH
204297|Room service (24 hours)
204298|BUSCTR,ORBWLS,ELEV,CNFFAC,LANDRY,RMA207,BAR,REST,HAC222,MTGFAC,SAFDEP,PRKNG,DISABL,INTHS,NSMK,ROOM
204299|BUSCTR,PRKNG,CNFFAC,REST,NSMK
204300|TV,OVRPRJ,HAC47,ELEV,DESK24,SPRINK,PRKBUS,WAKEUP,TVCAB,PRKNG,SAUNA,BATH,SPA,EXCKOT,ROOM,BUSCTR,FAX,ICEMCH,PLYGRD,TVSAT,REST,BAR,PETS,MTGFAC,PRKOUT,POOLIN,IRON,POOLHT,NSMK,MULTI,SECURE
204301|ORBWLS,REST,FPRKNG,ROOM
204302|BUSCTR,ORBWLS,ELEV,CNFFAC,LANDRY,REST,ROOM24,PETS,MTGFAC,DOCTOR,SAFDEP,NSMK,INTHS,ROOM
204305|Phone,Desk,Free cribs/infant beds
